Dataset,Features,Model,BalAcc,Sens,Spec,f1,AUC,Acc,Prec,Classifier,Hyperparams
Single-Model,All Features,Neural Networks,0.58,0.18,0.99,0.22,0.69,0.88,0.28,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.58,0.17,0.99,0.27,0.82,0.88,0.73,KNeighborsClassifier,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.58,0.16,0.99,0.27,0.83,0.89,0.79,KNeighborsClassifier,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'uniform'}"
Single-Model,All Features,Neural Networks,0.57,0.17,0.98,0.19,0.73,0.87,0.21,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.57,0.17,0.98,0.19,0.67,0.88,0.22,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.57,0.15,0.99,0.21,0.88,0.88,0.52,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.56,0.15,0.97,0.22,0.65,0.87,0.48,KNeighborsClassifier,"{'metric': 'chebyshev', 'n_neighbors': 3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.56,0.15,0.97,0.22,0.65,0.87,0.46,KNeighborsClassifier,"{'metric': 'chebyshev', 'n_neighbors': 3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.56,0.14,0.98,0.22,0.64,0.87,0.51,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.56,0.14,0.98,0.22,0.64,0.87,0.51,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.56,0.14,0.98,0.22,0.64,0.87,0.51,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,Neural Networks,0.56,0.14,0.98,0.12,0.6,0.87,0.11,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.56,0.14,0.97,0.21,0.55,0.86,0.43,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.56,0.14,0.97,0.21,0.55,0.86,0.43,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.56,0.14,0.97,0.21,0.55,0.86,0.43,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.56,0.13,0.99,0.22,0.64,0.88,0.58,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.56,0.13,0.99,0.22,0.64,0.88,0.58,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.56,0.13,0.99,0.22,0.64,0.88,0.58,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.55,0.12,0.99,0.2,0.66,0.87,0.67,KNeighborsClassifier,"{'metric': 'chebyshev', 'n_neighbors': 5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.55,0.12,0.99,0.19,0.64,0.87,0.57,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.55,0.12,0.99,0.19,0.64,0.87,0.57,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.55,0.12,0.99,0.19,0.64,0.87,0.57,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,Neural Networks,0.55,0.12,0.99,0.13,0.8,0.88,0.14,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.55,0.12,0.99,0.13,0.56,0.88,0.14,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.55,0.12,0.99,0.12,0.57,0.87,0.11,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.55,0.12,0.99,0.12,0.57,0.87,0.11,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,k-NN,0.55,0.12,0.98,0.2,0.53,0.87,0.51,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.55,0.12,0.98,0.19,0.64,0.87,0.52,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.55,0.12,0.98,0.2,0.53,0.87,0.51,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.55,0.12,0.98,0.19,0.64,0.87,0.52,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.55,0.12,0.98,0.2,0.53,0.87,0.51,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.55,0.12,0.98,0.19,0.64,0.87,0.52,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,SVM,0.55,0.11,0.99,0.18,0.91,0.88,0.74,SVC,"{'C': 0.5, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf', 'probability': True, 'random_state': 42}"
Single-Model,All Features,Neural Networks,0.55,0.1,1.0,0.12,0.67,0.88,0.16,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.55,0.1,1.0,0.13,0.63,0.88,0.18,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.55,0.1,0.99,0.17,0.66,0.87,0.7,KNeighborsClassifier,"{'metric': 'chebyshev', 'n_neighbors': 5, 'weights': 'uniform'}"
Single-Model,All Features,Neural Networks,0.55,0.1,0.99,0.12,0.7,0.88,0.15,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.54,0.11,0.98,0.1,0.56,0.87,0.09,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.54,0.11,0.98,0.1,0.56,0.87,0.09,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.54,0.1,0.99,0.11,0.62,0.87,0.11,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.54,0.09,1.0,0.13,0.66,0.88,0.37,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.54,0.09,1.0,0.13,0.66,0.88,0.37,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.54,0.08,0.99,0.1,0.66,0.87,0.11,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.53,0.28,0.79,0.13,0.66,0.72,0.12,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.53,0.25,0.8,0.13,0.56,0.73,0.19,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.53,0.07,1.0,0.11,0.74,0.88,0.37,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.53,0.07,0.99,0.08,0.62,0.87,0.1,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.53,0.06,1.0,0.09,0.67,0.88,0.17,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.52,0.46,0.59,0.16,0.73,0.57,0.13,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.52,0.06,0.99,0.07,0.82,0.87,0.08,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.52,0.05,0.99,0.1,0.71,0.87,0.5,KNeighborsClassifier,"{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'distance'}"
Single-Model,All Features,Neural Networks,0.52,0.04,1.0,0.07,0.76,0.87,0.15,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,k-NN,0.51,0.04,0.98,0.07,0.48,0.86,0.25,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.51,0.04,0.98,0.07,0.49,0.86,0.21,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.51,0.04,0.98,0.07,0.48,0.86,0.25,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.51,0.04,0.98,0.07,0.49,0.86,0.21,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.51,0.04,0.98,0.07,0.48,0.86,0.25,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.51,0.04,0.98,0.07,0.49,0.86,0.21,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,Neural Networks,0.51,0.03,1.0,0.05,0.57,0.87,0.15,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.51,0.03,1.0,0.05,0.57,0.87,0.15,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,k-NN,0.51,0.03,0.99,0.06,0.47,0.86,0.27,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.51,0.03,0.99,0.06,0.47,0.86,0.27,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.51,0.03,0.99,0.06,0.47,0.86,0.27,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.51,0.03,0.98,0.06,0.49,0.86,0.22,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.51,0.03,0.98,0.06,0.49,0.86,0.22,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.51,0.03,0.98,0.06,0.49,0.86,0.22,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.51,0.02,1.0,0.04,0.7,0.87,0.5,KNeighborsClassifier,"{'metric': 'chebyshev', 'n_neighbors': 9, 'weights': 'uniform'}"
Single-Model,All Features,Neural Networks,0.5,0.6,0.4,0.14,0.47,0.43,0.08,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.6,0.4,0.14,0.47,0.43,0.08,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.6,0.4,0.14,0.65,0.43,0.08,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.4,0.6,0.09,0.4,0.58,0.05,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.4,0.6,0.09,0.4,0.58,0.05,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.2,0.8,0.05,0.68,0.72,0.03,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.2,0.8,0.05,0.49,0.72,0.03,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.2,0.8,0.05,0.44,0.72,0.03,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.2,0.8,0.05,0.44,0.72,0.03,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.2,0.8,0.05,0.63,0.72,0.03,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.2,0.8,0.05,0.57,0.72,0.03,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.2,0.8,0.05,0.58,0.72,0.03,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.2,0.8,0.05,0.58,0.72,0.03,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.2,0.8,0.05,0.43,0.72,0.03,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.2,0.8,0.05,0.43,0.72,0.03,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.48,0.86,0.16,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.86,0.15,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.87,0.2,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.87,0.2,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.48,0.87,0.16,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.86,0.15,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.48,0.86,0.16,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.86,0.15,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.87,0.2,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.87,0.2,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.48,0.87,0.16,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.86,0.15,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.48,0.86,0.16,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.86,0.15,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.87,0.2,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.5, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.87,0.2,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.5, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.48,0.87,0.16,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.7, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.01,0.99,0.03,0.49,0.86,0.15,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.7, 'weights': 'distance'}"
Single-Model,All Features,SVM,0.5,0.0,1.0,0.0,0.9,0.87,0.0,SVC,"{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True, 'random_state': 42}"
Single-Model,All Features,SVM,0.5,0.0,1.0,0.0,0.91,0.87,0.0,SVC,"{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf', 'probability': True, 'random_state': 42}"
Single-Model,All Features,SVM,0.5,0.0,1.0,0.01,0.91,0.87,0.2,SVC,"{'C': 0.3, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf', 'probability': True, 'random_state': 42}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.73,0.87,0.0,KNeighborsClassifier,"{'metric': 'chebyshev', 'n_neighbors': 15, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.01,0.73,0.87,0.1,KNeighborsClassifier,"{'metric': 'chebyshev', 'n_neighbors': 15, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.3, 'weights': 'uniform'}"
